Title,Author,Rate
"The Spook's Mistake (The Last Apprentice / Wardstone Chronicles, #5)",Joseph Delaney,4.21
Habibi,Craig Thompson,4.03
"Moonlight (Dark Guardian, #1)",Rachel Hawthorne,3.81
"13 Gifts (Willow Falls, #3)",Wendy Mass,4.24
Underground: The Tokyo Gas Attack and the Japanese Psyche,Haruki Murakami,3.91
"Gates of Paradise (Blue Bloods, #7)",Melissa de la Cruz,4.08
Prelude to Foundation,Isaac Asimov,4.14
"Romance of the Three Kingdoms, Vol. 1 of 2 (chapter 1-60)",Luo Guanzhong,4.28
"Dreams of a Dark Warrior (Immortals After Dark, #10)",Kresley Cole,4.34
The History Boys,Alan Bennett,3.95
Forever . . .,Judy Blume,3.62
"What the Heart Wants (Soulmate, #1)",Kelli McCracken,3.77
Born of Silence (The League: Nemesis Rising #5),Sherrilyn Kenyon,4.49
"Zombie Fallout (Zombie Fallout, #1)",Mark Tufo,4.04
"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,4.20
"Morrigan's Cross (Circle Trilogy, #1)",Nora Roberts,4.14
Lock Every Door,Riley Sager,3.91
Everything That Rises Must Converge: Stories,Flannery O'Connor,4.25
"Dark River (Warriors: Power of Three, #2)",Erin Hunter,4.29
Rectoverso,Dee Lestari,3.88
The Other Side of the Story,Marian Keyes,3.79
The Snowball: Warren Buffett and the Business of Life,Alice Schroeder,4.11
"Savor the Moment (Bride Quartet, #3)",Nora Roberts,4.14
Politics,Aristotle,3.97
The Wonderful Story of Henry Sugar and Six More,Roald Dahl,4.14
Rita Hayworth and Shawshank Redemption,Stephen King,4.52
White Collar Blackmail,Peter   Ralph,4.28
"Undercover Princess (The Rosewood Chronicles, #1)",Connie Glynn,4.04
"The Third Option (Mitch Rapp, #4)",Vince Flynn,4.25
Wreck This Journal,Keri Smith,4.13
Los ojos del perro siberiano,Antonio Santa Ana,4.17
Waiting to Live,Asa Don Brown,4.37
The Man Who Loved Clowns,June Rae Wood,4.47
Almost Perfect,Brian Katcher,3.85
"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",Glen Cook,4.22
The Tide Knot,Helen Dunmore,3.99
"If I Die (Soul Screamers, #5)",Rachel Vincent,4.30
"Golden Trail (The 'Burg, #3)",Kristen Ashley,4.31
"Angels and Demons / The Da Vinci Code (Robert Langdon, #1-2)",Dan Brown,4.27
"The Case of the Displaced Detective: The Arrival (Displaced Detective, #1)",Stephanie Osborn,3.77
"Beginnings: Obsidian & Onyx (Lux, #1-2)",Jennifer L. Armentrout,4.56
My Best Friend's Girl,Dorothy Koomson,4.05
"The Traitor Baru Cormorant (The Masquerade, #1)",Seth Dickinson,4.06
خداحافظ گاری کوپر,Romain Gary,3.88
"Dear Martin (Dear Martin, #1)",Nic Stone,4.37
"The Crystal Shard (Forgotten Realms: Icewind Dale, #1; Legend of Drizzt, #4)",R.A. Salvatore,4.10
Little Altars Everywhere,Rebecca Wells,3.57
Tinkers,Paul Harding,3.39
"Safe House (1-800-Where-R-You, #3)",Jenny Carroll,4.10
"Stalking Darkness (Nightrunner, #2)",Lynn Flewelling,4.25
"Tall, Tatted and Tempting (The Reed Brothers, #1)",Tammy Falkner,4.20
"Saga of Darren Shan Box Set (The Saga of Darren Shan, #1-6)",Darren Shan,4.55
The Complete Malazan Book of the Fallen,Steven Erikson,4.73
"The Score (Off-Campus, #3)",Elle Kennedy,4.24
The Chemist,Stephenie Meyer,3.74
"Dumplin' (Dumplin', #1)",Julie   Murphy,3.89
The Absolutist,John Boyne,4.07
The Miracle Worker: A Play,William  Gibson,4.19
"Gregor and the Marks of Secret (Underland Chronicles, #4)",Suzanne Collins,4.24
Barchester Towers,Anthony Trollope,4.03
Gamer Girl,Mari Mancusi,3.77
"The Strange Affair of Spring Heeled Jack (Burton & Swinburne, #1)",Mark Hodder,3.70
Headhunters,Jo Nesbø,3.81
"Underworld (Abandon, #2)",Meg Cabot,3.87
"Necropolis (Power of Five, #4)",Anthony Horowitz,4.14
"The Case of the Cosmological Killer: Endings and Beginnings (Displaced Detective, #4)",Stephanie Osborn,4.25
Maya's Notebook,Isabel Allende,3.85
"Addicted to You (Addicted, #1)",Krista Ritchie,3.86
Cosmos,Witold Gombrowicz,4.03
"The Thousandth Floor (The Thousandth Floor, #1)",Katharine McGee,3.68
The Nest,Cynthia D'Aprix Sweeney,3.42
Ace of Spades,Faridah Àbíké-Íyímídé,4.31
All the Names,José Saramago,3.90
The Portable Nietzsche,Friedrich Nietzsche,4.21
"When Will There Be Good News? (Jackson Brodie, #3)",Kate Atkinson,3.99
When Things Fall Apart: Heart Advice for Difficult Times,Pema Chödrön,4.27
The Best of Myles,Myles na gCopaleen,4.21
"Code Name Cassandra (1-800-Where-R-You, #2)",Jenny Carroll,4.06
"How to Flirt with a Naked Werewolf (Naked Werewolf, #1)",Molly Harper,3.95
The Glass Palace,Amitav Ghosh,3.98
"I'll Be Your Drill, Soldier",Crystal Rose,4.08
Sing Me to Sleep,Angela Morrison,3.95
"James Potter and the Hall of Elders' Crossing (James Potter, #1)",G. Norman Lippert,3.76
Euclid's Elements,Euclid,4.31
"Bloodline (Sigma Force, #8)",James Rollins,4.23
Darkness Visible,William Golding,3.47
"The Case of the Cosmological Killer: The Rendlesham Incident (Displaced Detective, #3)",Stephanie Osborn,4.23
This Star Won't Go Out: The Life and Words of Esther Grace Earl,Esther Earl,4.15
"Never Seduce a Scot (The Montgomerys and Armstrongs, #1)",Maya Banks,4.16
Secret Deceptions (Amatore's Restaurant #1),James Sillwood,4.47
Something in the Water,Catherine Steadman,3.59
"The Coffin Dancer (Lincoln Rhyme, #2)",Jeffery Deaver,4.15
Chapterhouse: Dune (Dune #6),Frank Herbert,3.91
"Long Shadows (Warriors: Power of Three, #5)",Erin Hunter,4.32
"Love Bites (Vampire Kisses, #7)",Ellen Schreiber,4.13
"Secrets of a Summer Night (Wallflowers, #1)",Lisa Kleypas,4.04
El caballero de la armadura oxidada,Robert Fisher,3.78
Black Lamb and Grey Falcon,Rebecca West,4.22
"Nightrise (Power of Five, #3)",Anthony Horowitz,4.04
Embassytown,China Miéville,3.89
"From Ashes (From Ashes, #1)",Molly McAdams,4.12
Torn,Cat Clarke,3.85
Seras-tu là?,Guillaume Musso,3.97
FUTU.RE,Dmitry Glukhovsky,3.96
Alternatives to a Frozen Mouse,A.J. Mouse,4.18
House of Salt and Sorrows,Erin A. Craig,3.93
Before the Fall,Noah Hawley,3.72
"Kissing Coffins (Vampire Kisses, #2)",Ellen Schreiber,3.88
"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)",Heather Brewer,4.14
"Running Blind (Jack Reacher, #4)",Lee Child,4.11
Infinity Welcomes Careful Drivers (Red Dwarf #1),Grant Naylor,4.07
"The Earthsea Quartet (Earthsea Cycle, #1-4)",Ursula K. Le Guin,4.28
"The One (Species Intervention #6609, #6)",J.K. Accinni,4.46
Originals: How Non-Conformists Move the World,Adam M. Grant,3.94
"Fell (The Sight, #2)",David Clement-Davies,4.18
The Jester,James Patterson,3.80
Travels with My Aunt,Graham Greene,3.82
"Goddess Boot Camp (Oh. My. Gods., #2)",Tera Lynn Childs,3.89
"Toll the Hounds (Malazan Book of the Fallen, #8)",Steven Erikson,4.36
The Red Garden,Alice Hoffman,3.73
Barney's Version,Mordecai Richler,4.16
Our Lady of the Flowers,Jean Genet,4.02
"Seven Sons (Gypsy Brothers, #1)",Lili St. Germain,3.95
"Twice Upon a Time (Half Upon a Time, #2)",James  Riley,4.34
This is Going to Hurt: Secret Diaries of a Junior Doctor,Adam Kay,4.40
All This Time,Mikki Daughtry,3.98
A Single Shard,Linda Sue Park,3.91
Refuge: An Unnatural History of Family and Place,Terry Tempest Williams,4.17
A Personal Matter,Kenzaburō Ōe,3.90
"Eragon & Eldest (Inheritance, #1-2)",Christopher Paolini,4.30
A Vindication of the Rights of Woman,Mary Wollstonecraft,3.89
"Tales of the Otherworld (Otherworld Stories, #2)",Kelley Armstrong,4.24
The Counterfeiters,André Gide,3.85
"Slawter (The Demonata, #3)",Darren Shan,4.17
"The Case of the Displaced Detective: At Speed (Displaced Detective, #2)",Stephanie Osborn,4.24
The Other,Thomas Tryon,3.99
The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,Deborah Blum,3.99
حياة في الإدارة,Ghazi A. Algosaibi,4.48
The Marvels,Brian Selznick,3.98
The Overcoat,Nikolai Gogol,4.15
Devil's Bait,Debbie Boek,4.19
"Lethal White (Cormoran Strike, #4)",Robert Galbraith,4.22
A Monstrous Regiment of Women (Mary Russell and Sherlock Holmes #2),Laurie R. King,4.04
Rimas y leyendas,Gustavo Adolfo Bécquer,4.09
"The Face on the Milk Carton (Janie Johnson, #1)",Caroline B. Cooney,3.72
"Slapstick, or Lonesome No More!",Kurt Vonnegut Jr.,3.86
In Watermelon Sugar,Richard Brautigan,3.86
The Daughter of Ares Chronicles:  The Complete Trilogy,Shannon McRoberts,4.52
"Prisoner of Night and Fog (Prisoner of Night and Fog, #1)",Anne Blankman,4.02
The Fish the Fighters and the Song-Girl,Janet E. Morris,4.60
"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",Amanda Palmer,3.90
Is Goat Beef?: Tales from the Front Served with Dishes from the Rear,Jeffery M. Camp,4.18
Société,Alexander Helas,4.28
Give Me Your Hand,Megan Abbott,3.31
"The Kremlin's Candidate (Red Sparrow Trilogy, #3)",Jason  Matthews,4.16
"Bridge of Birds (The Chronicles of Master Li and Number Ten Ox, #1)",Barry Hughart,4.28
"Parable of the Talents (Earthseed, #2)",Octavia E. Butler,4.29
Appointment in Samarra,John O'Hara,3.82
Peak (Peak #1),Roland Smith,3.99
Железният светилник,Димитър Талев,4.47
Touching Spirit Bear,Ben Mikaelsen,3.87
"The Madness Underneath (Shades of London, #2)",Maureen Johnson,3.88
Sodom and Gomorrah,Marcel Proust,4.34
The Bunker Diary,Kevin Brooks,3.81
"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,4.28
Landfill Dogs book,Shannon Johnstone,4.64
The King Who Disappeared,Hank Quense,4.31
Komt een vrouw bij de dokter,Kluun,3.70
Nobody's Fool (Sully #1),Richard Russo,4.11
"Spice & Wolf, Vol. 01",Isuna Hasekura,4.19
The Star Diaries: Further Reminiscences of Ijon Tichy,Stanisław Lem,4.26
"Simple Genius (Sean King & Michelle Maxwell, #3)",David Baldacci,3.96
"Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries, #5)",Rachel Renée Russell,4.38
"Vampire Academy (Vampire Academy, #1-6)",Richelle Mead,4.52
Pirate Latitudes,Michael Crichton,3.46
"Gentlemen and Players (Malbry, #1)",Joanne Harris,3.93
Lady of Hay,Barbara Erskine,4.06
The Wild Girl,Kate Forsyth,3.94
Our Man in Havana,Graham Greene,3.95
Musicophilia: Tales of Music and the Brain,Oliver Sacks,3.93
The Storied Life of A.J. Fikry,Gabrielle Zevin,3.99
"Imagine Me (Shatter Me, #6)",Tahereh Mafi,3.83
"Alex, Approximately",Jenn Bennett,3.99
"Rapture (Shadowdwellers, #2)",Jacquelyn Frank,4.23
Het huis van de moskee,Kader Abdolah,4.08
"Black Sun Rising (The Coldfire Trilogy, #1)",C.S. Friedman,3.94
Raja Gidh / راجه گدھ,Bano Qudsia,4.19
"First Year (The Black Mage, #1)",Rachel E. Carter,3.94
"My Hero Academia, Vol. 1 (My Hero Academia, #1)",Kohei Horikoshi,4.46
Alexander Hamilton,Ron Chernow,4.19
Princess Ben,Catherine Gilbert Murdock,3.75
Henderson the Rain King,Saul Bellow,3.77
De helaasheid der dingen,Dimitri Verhulst,3.79
Vlad: The Last Confession,C.C. Humphreys,3.88
"Locke & Key, Vol. 1: Welcome to Lovecraft",Joe Hill,4.15
The Four Loves,C.S. Lewis,4.14
Ask and It Is Given: Learning to Manifest Your Desires,Esther Hicks,4.16
"Brawn (New Species, #5)",Laurann Dohner,4.20
Extinction,Thomas Bernhard,4.30
Between the Lives,Jessica Shirvington,4.20
"The Shadows (Black Dagger Brotherhood, #13)",J.R. Ward,4.27
Bad Feminist,Roxane Gay,3.94
The Ragged Edge of Night,Olivia Hawker,4.13
The Dying Animal,Philip Roth,3.64
"Negima! Magister Negi Magi, Vol. 1 (Negima! Magister Negi Magi, #1)",Ken Akamatsu,3.87
"Among the Enemy (Shadow Children, #6)",Margaret Peterson Haddix,4.16
"Reckless (Mirrorworld, #1)",Cornelia Funke,3.74
"Transmetropolitan, Vol. 1: Back on the Street",Warren Ellis,4.21
Love the One You're With,Emily Giffin,3.74
"The Skystone (Camulod Chronicles, #1)",Jack Whyte,4.18
"All In (The Blackstone Affair, #2)",Raine Miller,4.10
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Austin Kleon,3.95
What the Dog Saw and Other Adventures,Malcolm Gladwell,3.85
La estrella,Javi Araguz,3.93
"Skinned (Cold Awakening, #1)",Robin Wasserman,3.54
5 cm,Donny Dhirgantoro,3.87
"The Persian Boy (Alexander the Great, #2)",Mary Renault,4.19
"Half Upon a Time (Half Upon a Time, #1)",James  Riley,4.17
Brain on Fire: My Month of Madness,Susannah Cahalan,4.06
Martin Swans Diary: Black Water Crossing,Kyle Keyes,4.41
"Dreams of the Ringed Vale (Luthiel's Song, #1)",Robert Fanney,3.57
Having Our Say: The Delany Sisters' First 100 Years,Sarah L. Delany,4.16
"Return to Paradise (Leaving Paradise, #2)",Simone Elkeles,4.03
"H.I.V.E. Higher Institute of Villainous Education (H.I.V.E., #1)",Mark Walden,4.07
The Righteous Mind: Why Good People Are Divided by Politics and Religion,Jonathan Haidt,4.20
"Sea of Poppies (Ibis Trilogy, #1)",Amitav Ghosh,3.97
I'm With You,Allie Frost,4.24
"The 17th Suspect (Women's Murder Club, #17)",James Patterson,3.93
The Paying Guests,Sarah Waters,3.44
Agincourt,Bernard Cornwell,4.13
"The Religion (Tannhauser, #1)",Tim Willocks,4.10
The Assault,Harry Mulisch,3.73
Zero at the Bone (Zero at the Bone #1),Jane Seville,4.10
"Never Have I Ever (The Lying Game, #2)",Sara Shepard,4.00
"Gives Light (Gives Light, #1)",Rose Christo,4.24
Stumbling on Happiness,Daniel Todd Gilbert,3.82
"Valley of Silence (Circle Trilogy, #3)",Nora Roberts,4.23
The Future of an Illusion,Sigmund Freud,3.77
after the quake,Haruki Murakami,3.78
"The Bellmaker (Redwall, #7)",Brian Jacques,3.98
The Ruins,Scott        Smith,3.62
París (Caballo de Fuego #1),Florencia Bonelli,4.32
The Grand Sophy,Georgette Heyer,4.14
أنت لي,منى المرشود,3.90
"The Iron Traitor (The Iron Fey: Call of the Forgotten, #2)",Julie Kagawa,4.11
Goodbye Tsugumi,Banana Yoshimoto,3.73
"The Book of Ivy (The Book of Ivy, #1)",Amy Engel,4.14
"Souls Unfractured (Hades Hangmen, #3)",Tillie Cole,4.47
Blood Fund: A Novel,R.C. Westyn,4.19
The President Is Missing,Bill Clinton,3.83
"The Lightning-Struck Heart (Tales From Verania, #1)",T.J. Klune,4.42
"Kill Switch (Devil's Night, #3)",Penelope Douglas,4.36
The Griffin & Sabine Trilogy,Nick Bantock,4.37
"Outcast (Warriors: Power of Three, #3)",Erin Hunter,4.26
The Good Women of China: Hidden Voices,Xinran,4.28
Keep the Aspidistra Flying,George Orwell,3.89
"Elegy (Watersong, #4)",Amanda Hocking,4.00
Sin Undone (Demonica #5),Larissa Ione,4.29
Sister Outsider: Essays and Speeches,Audre Lorde,4.51
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,3.96
"Zodiac (Zodiac, #1)",Romina Russell,3.72
"The Seven Sisters (The Seven Sisters, #1)",Lucinda Riley,4.16
"Vigilante (Vigilante, #1)",Claude Bouchard,3.81
Birthday Girl,Penelope Douglas,4.05
"Mariel of Redwall (Redwall, #4)",Brian Jacques,3.99
Endgame,Samuel Beckett,3.80
"Tenth Grade Bleeds (The Chronicles of Vladimir Tod, #3)",Heather Brewer,4.24
Stonehenge,Bernard Cornwell,3.66
"This Isn't What It Looks Like (Secret, #4)",Pseudonymous Bosch,4.29
The Season of Passage,Christopher Pike,4.15
The Return,Victoria Hislop,3.87
"Stung (Stung, #1)",Bethany Wiggins,4.01
"Just One Year (Just One Day, #2)",Gayle Forman,3.89
رجال في الشمس,غسان كنفاني,4.19
Book of Leo: Prequel to Mystical Trash,Mary Ramsey,4.28
Making Amends,D.J. Callaghan,4.27
If You Give a Moose a Muffin,Laura Joffe Numeroff,4.18
300,Frank Miller,3.96
A Small Death in Lisbon,Robert Wilson,3.85
Never Cry Wolf: The Amazing True Story of Life Among Arctic Wolves,Farley Mowat,4.20
"Skellig (Skellig, #1)",David Almond,3.81
"Lullaby (Watersong, #2)",Amanda Hocking,3.84
The Treachery of Beautiful Things,Ruth Frances Long,3.81
Une vie,Guy de Maupassant,3.85
رغم الفراق,نور عبدالمجيد,3.95
The Girl Who Was Supposed to Die,April Henry,4.05
Open,Andre Agassi,4.25
Solitaire,Alice Oseman,3.61
The Dionysus Connection (Perception Series #1),Liz  Cowan,4.15
Without,Brian Dennis Hartford,4.22
"Smokin' Seventeen (Stephanie Plum, #17)",Janet Evanovich,3.96
Cry to Heaven,Anne Rice,3.86
"Dawn on a Distant Shore (Wilderness, #2)",Sara Donati,4.22
"Joust (Dragon Jousters, #1)",Mercedes Lackey,4.03
"The Last Thing I Remember (The Homelanders, #1)",Andrew Klavan,4.01
"The Walking Dead, Book One",Robert Kirkman,4.35
"Soul Surfer: A True Story of Faith, Family, and Fighting to Get Back on the Board",Bethany Hamilton,4.07
A Woman of No Importance,Oscar Wilde,3.84
Istanbul: Memories and the City,Orhan Pamuk,3.80
"Rise of the Huntress (The Last Apprentice / Wardstone Chronicles, #7)",Joseph Delaney,4.18
"Shadow Team GB (Starbirth, #3)",J.M. Johnson,4.75
"The Wind Singer (Wind on Fire, #1)",William Nicholson,3.87
Eagle in the Snow: A Novel of General Maximus and Rome's Last Stand,Wallace Breem,4.13
"Grave Sight (Harper Connelly, #1)",Charlaine Harris,3.86
"Dragon Spear (Dragon Slippers, #3)",Jessica Day George,4.19
Le Comte de Monte-Cristo I  (Le Comte de Monte-Cristo #1 of 2),Alexandre Dumas,4.53
This One Summer,Mariko Tamaki,3.70
NeuroTribes: The Legacy of Autism and the Future of Neurodiversity,Steve Silberman,4.31
"Beautiful Broken Things (Beautiful Broken Things, #1)",Sara  Barnard,3.78
"Slow Burn (Lost Kings MC, #1)",Autumn Jones Lake,3.98
The Importance of Being Wild,J.J. Sorel,4.20
"If You Liked School, You'll Love Work",Irvine Welsh,3.42
The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,4.14
The Setting Sun,Osamu Dazai,3.96
Have Space Suit—Will Travel,Robert A. Heinlein,3.92
El llano en llamas,Juan Rulfo,4.20
Me & Emma,Elizabeth Flock,3.90
The Journeyer,Gary Jennings,4.31
Term Limits,Vince Flynn,4.32
Unfinished Tales of Númenor and Middle-Earth,J.R.R. Tolkien,3.95
A History of Western Philosophy,Bertrand Russell,4.11
"The Chaos (Numbers, #2)",Rachel Ward,3.82
Rose Under Fire,Elizabeth Wein,4.11
How to Fall in Love,Cecelia Ahern,4.01
The Girl with the Lower Back Tattoo,Amy Schumer,3.72
Snow in August,Pete Hamill,3.94
Angels Fall,Nora Roberts,4.02
A Perfect Spy,John le Carré,4.00
"My Bonny Light Horseman: Being an Account of the Further Adventures of Jacky Faber, in Love and War (Bloody Jack, #6)",L.A. Meyer,4.25
"Spell of the Highlander (Highlander, #7)",Karen Marie Moning,4.27
"Mystic (Soul Seekers, #3)",Alyson Noel,4.00
Varjak Paw  (Varjak Paw #1),S.F. Said,4.14
"King Henry IV, Part 1",William Shakespeare,3.80
The Missing Piece Meets the Big O,Shel Silverstein,4.36
Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel,3.96
Elmer Gantry,Sinclair Lewis,4.00
The Kingdom of God Is Within You,Leo Tolstoy,4.12
"The Robots of Dawn (Robot, #3)",Isaac Asimov,4.17
"Demons of the Ocean (Vampirates, #1)",Justin Somper,3.84
"Thunderhead (Nora Kelly, #0)",Douglas Preston,4.10
"Brilliance of the Moon (Tales of the Otori, #3)",Lian Hearn,4.06
H is for Hawk,Helen Macdonald,3.73
The Georgia Express: A Tale of the Civil War,Phillip Urlevich,4.28
The Transhumanism Handbook,Newton Lee,4.29
"Leven Thumps and the Gateway to Foo (Leven Thumps, #1)",Obert Skye,3.74
"The Darkangel (Darkangel Trilogy, #1)",Meredith Ann Pierce,3.91
Cry No More,Linda Howard,4.13
"Knight (Unfinished Hero, #1)",Kristen Ashley,3.92
"Let the Storm Break (Sky Fall, #2)",Shannon Messenger,4.14
The Kreutzer Sonata,Leo Tolstoy,3.89
Patria,Fernando Aramburu,4.38
Malevil,Robert Merle,4.24
Tisha: The Wonderful True Love Story of a Young Teacher in the Alaskan Wilderness,Robert Specht,4.32
West with the Night,Beryl Markham,4.11
Hiroshima Mon Amour,Marguerite Duras,3.90
Shade's Children,Garth Nix,3.90
Skull Full of Kisses,Michael  West,4.11
نادي السيارات,Alaa Al Aswany,3.47
Noble Beginnings (Jack Noble #1),L.T. Ryan,3.82
Leonardo da Vinci,Walter Isaacson,4.16
"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,3.73
"The Black Witch (The Black Witch Chronicles, #1)",Laurie Forest,4.10
The Book of Sand and Shakespeare's Memory,Jorge Luis Borges,4.13
Crow Lake,Mary Lawson,3.94
"Brothers in Arms (Vorkosigan Saga, #5)",Lois McMaster Bujold,4.19
"Separation of Power (Mitch Rapp, #5)",Vince Flynn,4.31
"The Wide-Awake Princess (Wide-Awake Princess, #1)",E.D. Baker,4.12
Parade's End,Ford Madox Ford,3.87
Shadows in Paradise,Erich Maria Remarque,4.15
Parnassus on Wheels,Christopher  Morley,4.03
The Murders in the Rue Morgue - a C. Auguste Dupin Short Story (C. Auguste Dupin #1),Edgar Allan Poe,3.87
"The Eye of Minds (The Mortality Doctrine, #1)",James Dashner,3.85
Enduring Love,Ian McEwan,3.64
In My Hands: Compelling Stories from a Surgeon and His Patients Fighting Cancer,Steven A. Curley,4.33
Resistance,Jennifer A. Nielsen,4.33
"Eric (Discworld, #9; Rincewind #4)",Terry Pratchett,3.75
"Witch Song (Witch Song, #1)",Amber Argyle,3.68
"A Pocket Full of Rye (Miss Marple, #6)",Agatha Christie,3.90
Total Control,David Baldacci,4.10
"Remember Me (Remember Me, #1-3)",Christopher Pike,4.13
"Girl, Missing (Girl, Missing, #1)",Sophie McKenzie,3.91
"The Wake (The Sandman, #10)",Neil Gaiman,4.52
"High Couch of Silistra (Silistra, #1)",Janet E. Morris,3.61
